MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RL,13053,PAVE,BNK,ALLPUB,1.5FIN,1923,833,Y,SBRKR,1053,1.0,1,4,1,8,1,2,6,2008,207000
RL,3635,PAVE,LVL,ALLPUB,1STORY,2007,1386,Y,SBRKR,1569,2.0,0,1,1,7,1,3,5,2009,175900
RM,11340,PAVE,LVL,ALLPUB,2STORY,1885,777,Y,SBRKR,1246,2.0,0,4,2,11,0,2,4,2010,122500
RL,16545,PAVE,LVL,ALLPUB,2STORY,1998,1284,Y,SBRKR,1310,2.0,1,3,1,7,1,3,5,2009,340000
RL,9204,PAVE,LVL,ALLPUB,1STORY,1963,1144,Y,SBRKR,1144,1.0,1,3,1,6,0,1,8,2008,124000
RL,16381,PAVE,LVL,ALLPUB,1STORY,1969,1844,Y,SBRKR,1844,2.0,0,3,1,7,1,2,12,2006,223000
RL,11700,PAVE,LVL,ALLPUB,2STORY,1968,708,Y,SBRKR,708,2.0,1,3,1,7,1,2,5,2006,179900
RL,4043,PAVE,LVL,ALLPUB,1STORY,1977,1069,Y,SBRKR,1069,2.0,0,2,1,4,1,2,7,2010,127500
RM,4435,PAVE,LVL,ALLPUB,1STORY,2003,848,Y,SBRKR,848,1.0,0,1,1,3,0,2,3,2008,136500
RL,19690,PAVE,LVL,ALLPUB,SLVL,1966,697,Y,SBRKR,1575,2.0,0,4,1,8,1,2,8,2006,274970
RL,9503,PAVE,LVL,ALLPUB,1STORY,1958,1024,Y,SBRKR,1344,1.0,0,2,1,6,1,1,6,2007,144000
RL,10721,PAVE,LVL,ALLPUB,1STORY,1959,1252,Y,SBRKR,1252,1.0,0,3,1,7,0,2,10,2008,142000
RL,10944,PAVE,LVL,ALLPUB,2STORY,1994,1223,Y,SBRKR,1223,2.0,1,3,1,5,2,2,8,2008,271000
RL,10930,PAVE,BNK,ALLPUB,1.5FIN,1945,913,Y,FUSEA,1048,1.0,1,3,1,6,1,1,4,2008,140000
RM,7200,PAVE,LVL,ALLPUB,1STORY,1940,788,Y,SBRKR,804,1.0,0,2,1,4,2,1,2,2010,119000
RL,12546,PAVE,LVL,ALLPUB,1STORY,1981,1440,Y,SBRKR,1440,2.0,0,3,1,7,1,2,4,2007,182900
RL,21930,PAVE,LVL,ALLPUB,2STORY,2005,732,Y,SBRKR,734,2.0,1,4,1,7,1,2,7,2006,192140
RL,4928,PAVE,LVL,ALLPUB,1STORY,1976,958,Y,SBRKR,958,2.0,0,2,1,5,0,2,10,2009,143750
RL,10800,PAVE,LVL,ALLPUB,1STORY,1927,656,Y,SBRKR,968,2.0,0,4,1,5,0,1,8,2007,64500
RL,10261,PAVE,LVL,ALLPUB,2STORY,2000,936,Y,SBRKR,962,2.0,1,3,1,8,1,2,5,2008,186500
RL,17400,PAVE,LOW,ALLPUB,1STORY,1977,1126,Y,SBRKR,1126,2.0,0,3,1,5,1,2,5,2006,160000
RL,8400,PAVE,LVL,ALLPUB,1STORY,1962,1319,Y,SBRKR,1537,1.0,1,3,1,7,1,2,7,2008,174000
RL,9000,PAVE,LVL,ALLPUB,1STORY,1971,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,5,2007,120500
RL,12444,PAVE,LVL,ALLPUB,1STORY,2008,1932,Y,SBRKR,1932,2.0,0,2,1,7,1,3,11,2008,394617
RM,7407,PAVE,LVL,ALLPUB,1STORY,1957,912,Y,FUSEA,1236,1.0,0,2,1,6,0,2,4,2010,149700
RL,11584,PAVE,LVL,ALLPUB,SLVL,1979,539,Y,SBRKR,1040,2.0,1,3,1,6,1,2,11,2007,197000
RL,11526,PAVE,BNK,ALLPUB,2.5FIN,1922,588,Y,SBRKR,1423,2.0,0,3,1,11,1,2,9,2008,191000
FV,11003,PAVE,LVL,ALLPUB,2STORY,2008,1017,Y,SBRKR,1026,2.0,1,3,1,10,1,3,4,2009,310000
RL,8854,PAVE,LVL,ALLPUB,1.5UNF,1916,952,N,FUSEF,952,1.0,0,2,1,4,1,1,5,2009,121000
RL,8500,PAVE,LVL,ALLPUB,1STORY,2004,1422,Y,SBRKR,1422,2.0,0,3,1,7,0,2,11,2007,179600
RL,8400,PAVE,LVL,ALLPUB,SFOYER,1966,814,Y,SBRKR,913,1.0,0,3,1,6,0,1,5,2007,129000
RL,26142,PAVE,LVL,ALLPUB,1STORY,1962,1188,Y,SBRKR,1188,1.0,0,3,1,6,0,1,4,2010,157900
RL,10000,PAVE,LVL,ALLPUB,2STORY,1995,1220,Y,SBRKR,1220,2.0,1,3,1,8,1,2,12,2007,240000
RL,11767,PAVE,LVL,ALLPUB,2STORY,1910,560,N,SBRKR,796,1.0,1,2,1,6,0,1,5,2007,112000
RM,1533,PAVE,LVL,ALLPUB,SFOYER,1970,630,Y,SBRKR,630,1.0,0,1,1,3,0,0,8,2006,92000
RL,9000,PAVE,LVL,ALLPUB,2STORY,1974,896,Y,SBRKR,896,2.0,2,4,2,8,0,0,9,2009,136000
RL,9262,PAVE,LVL,ALLPUB,1STORY,2008,1573,Y,SBRKR,1578,2.0,0,3,1,7,1,3,5,2009,287090
RM,3675,PAVE,LVL,ALLPUB,SLVL,2005,547,Y,SBRKR,1072,1.0,0,2,1,5,0,2,5,2006,145000
RL,17217,PAVE,LVL,ALLPUB,1STORY,2006,1140,Y,SBRKR,1140,1.0,0,3,1,6,0,0,7,2006,84500
FV,7500,PAVE,LVL,ALLPUB,1STORY,2004,1221,Y,SBRKR,1221,2.0,0,2,1,6,0,2,10,2009,185000
RL,7917,PAVE,LVL,ALLPUB,2STORY,1999,953,Y,SBRKR,953,2.0,1,3,1,7,1,2,8,2007,175000
RL,13175,PAVE,LVL,ALLPUB,1STORY,1978,1542,Y,SBRKR,2073,2.0,0,3,1,7,2,2,2,2010,210000
RL,9042,PAVE,LVL,ALLPUB,2STORY,1941,1152,Y,SBRKR,1188,2.0,0,4,1,9,2,1,5,2010,266500
RL,9717,PAVE,LVL,ALLPUB,1STORY,1950,1078,Y,FUSEA,1078,1.0,0,2,1,5,0,1,4,2010,142125
RL,9937,PAVE,LVL,ALLPUB,1STORY,1965,1256,Y,SBRKR,1256,1.0,1,3,1,6,0,1,6,2008,147500
